id,titulo,a_pergunta,caminhos,recomendacao,preco_do_outro_lado,por_que_espera,onde_mora,foto_antes,foto_depois,custo,aberta_em,estado,escolha,decidida_em,nasceu_de,quem_decidiu,revoga
D-07L-FRASE-SEM-LUGAR,A frase que manda a um botão que não existe,"A frase para de nomear lugar, aponta o Consertar, ou vira duas?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. A frase para de nomear lugar. É a única que fica certa nas duas telas, e cumpre a regra dela: uma frase, um dono. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (07-Q2), e a palavra dela vence o que o PO leu por delegação em 04/09: ""O produto aplica ela"" — ONDA5-07-03.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-07L-SILENCIO-DAS-RECUSAS,De onde o aviso do jogo sem wrapper some,"As duas recusas calam tudo, só a dispensa cala, ou fica como hoje?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. As duas recusas calam tudo. Um aviso que sobrevive à resposta dela ensina que o botão não obedece. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (07-Q3), e a palavra dela vence o que o PO leu por delegação em 04/09: ""As duas recusas calam tudo"" — ONDA5-07-03.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-07L-63-E-22,Os dois números do cartão da Steam na mesma tela,"O corpo nomeia o conjunto, conta só instalados, ou o canto mostra os dois?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. O corpo nomeia o conjunto — 'da sua biblioteca (instalados ou não)'. Três palavras, e resolve exatamente o que falta: dizer que os dois números contam coisas diferentes. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (07-Q4), e a palavra dela vence o que o PO leu por delegação em 04/09: ""O corpo nomeia o conjunto"" — ""da sua biblioteca, instalados ou não"" — FEITA em 04/09 (ONDA5-07-01).",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-08X-VEREDITO-CHECKUP,O veredito global do Check-up,"No cabeçalho, uma sexta linha, ou nada?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção","não espera: a posição que vale é palavra DELA, a D-16 de 04/09",docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. No cabeçalho, ao lado de 'Examinado'. É a D-16 dela, e o meio daquela faixa está vazio hoje. | QUEM DECIDIU: ELA — o PO registrou a linha, e o que ele decidiu foi ACOLHER a palavra dela da madrugada de 04/09 (D-16): ""Uma linha de veredito no topo."" — a decisão desta linha É a D-16.",2026-09-04,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-08X-PUBLICAR-TREZE,Publicar os treze endereços da aba Conexões,"A aba inteira, só as duas que corrigem mentira, ou segurar?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. JÁ FOI FEITO: publicado na madrugada de 04/09. A pergunta morreu com o fato. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (08-Q2), e a palavra dela vence o que o PO leu por delegação em 04/09: SEM VERBATIM — ela mandou publicar as seis correções — FEITA: mockup e página da 08 são byte a byte idênticos.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-08X-CURA-VISIVEL,O 'o que fazer' das conferências do Check-up,"Cartão na coluna da direita, segunda linha, ou continua no hover?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera mais: decidida por delegação,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Cartão de cura na coluna da direita. O lugar do 'o que fazer' já é aquele, e está ocioso na maior parte do tempo.",2026-09-04,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",delegacao,
D-08X-SELO-PROCEDENCIA,O selo de procedência das frases da ordem de serviço,"Só nas não medidas, nas três, ou em nenhuma?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Só nas frases que não foram medidas aqui. A marca aparece exatamente quando muda a decisão dela, e some quando não muda. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (08-Q4), e a palavra dela vence o que o PO leu por delegação em 04/09: SEM VERBATIM — o selo de procedência só quando NÃO foi medido aqui — FEITA (a08_conexoes.py:1085-1086).",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-08X-ORDEM-IGNORADA,Reabrir uma recomendação que ela mandou calar,"A linha fica apagada na lista, um botão no cabeçalho, ou não volta?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. A linha fica na lista, apagada, e o mesmo botão de ignorar desfaz. Ela já sabe onde apertou, e o caminho de volta ser o mesmo botão não custa lugar nenhum. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (08-Q5), e a palavra dela vence o que o PO leu por delegação em 04/09: ""A recomendação calada continua no lugar dela, em cinza, e o mesmo botão desfaz"" — ONDA5-08-01.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-08X-BOTAO-TRAVADO,O botão que só vale em certas condições,"Apaga com o motivo em dica, com o motivo em linha, com o texto de hoje, ou continua aceso?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera mais: decidida por delegação,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Apaga, e o motivo vira uma dica ao lado. É a D-03 dela, custa um glifo e não uma linha, e é a única opção barata em que o texto do hover vem do produto e nunca do desenho.",2026-09-04,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",delegacao,
D-08X-TETO-DAS-LISTAS,Quando a lista não cabe na tela,"Um '+N' no fim, a lista cresce, ou continua calando?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Um '+N' no fim de cada lista. É a diferença entre uma tela que não mostra e uma tela que esconde, e só custa linha no dia em que sobra. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (08-Q7), e a palavra dela vence o que o PO leu por delegação em 04/09: ""Um mais-N no fim"" — ONDA5-08-01.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-08X-RODAPE-DO-MAPA,A frase do rodapé do Mapa do gabinete,"Trocar pela verdade, tirar a linha, ou virar recado?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Trocar pela verdade. É a mesma linha, fica certa na hora e não fica esperando motor — o clique já grava, por decisão dela de 01/09. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (08-Q8), e a palavra dela vence o que o PO leu por delegação em 04/09: ""Trocar pela verdade"" — ONDA5-08-02.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-09S-ATUALIZAR-NOME,O botão Atualizar faz dois trabalhos com um nome só,"A frase diz os dois, o nome vira o trabalho, dois botões, ou volta a ser releitura?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. O nome vira o trabalho: 'Reaplicar ajustes'. A metade barata já roda sozinha a cada 2 s, então nomear o botão pela metade que só ele faz é a única forma que para de mentir sem gastar linha. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (09-Q1), e a palavra dela vence o que o PO leu por delegação em 04/09: ""Segue fazendo os dois. Com mesmo nome"" — ONDA5-09-01.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-09S-BOTAO-SEM-TRABALHO,O botão que não tem trabalho a fazer,"Continua clicável, apaga de verdade, ou apagado e ainda responde?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Apagado e ainda assim responde. É o único que diz o porquê sem exigir o rato, e devolve a cara de desligado que a própria página escolheu em 31/08. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (09-Q2), e a palavra dela vence o que o PO leu por delegação em 04/09: ""Cinza mas ainda responde"" — FEITA (ONDA5-09-01 §2).",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-09S-ESTADO-EM-VOO,Os nove segundos e meio calados depois do clique,"Continua calado, o botão diz que trabalha, ou o recado dá o recibo?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. O botão diz que está trabalhando. É a única das três que fala DURANTE a espera em vez de depois dela, e a resposta aparece no lugar exato do clique. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (09-Q3), e a palavra dela vence o que o PO leu por delegação em 04/09: ""Atualizando e funciona em termo de feature"" — e, no esclarecimento, ""mas o botão tem de realmente fazer o que promete"" — ONDA5-09-01 e ONDA5-09-02.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-10P-REGRA-FINA,O perfil cuja regra a tela não sabe mostrar,"Linha de recado, cadeado com hover, ou marca na lista?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Cadeado no campo, frase no hover. É a regra dela para o de média importância, o canal de hover já existe nesta página, e o cadeado é o que impede o hover de ser um segredo. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (10-Q1), e a palavra dela vence o que o PO leu por delegação em 04/09: ""Cadeado e frase no rato"" — FEITA e publicada.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-10P-EDITOR-AVANCADO,Para onde a tela manda quem quer mudar a regra,"O editor avançado volta, a tela avisa e para, ou um botão abre o arquivo?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. A tela avisa e para por aí. Fecha hoje o buraco que existe — a tela afirmando uma regra que não é a regra — sem esperar motor; o editor avançado volta como sprint no dia em que houver razão medida. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (10-Q2), e a palavra dela vence o que o PO leu por delegação em 04/09: ""Isso é erro do produto."" — ONDA5-10-01.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-10P-FRASE-PRIORIDADE,A frase da Prioridade que ela aprovou e não chegou à tela,"A frase dela no desenho, o produto escreve a dica, ou vira linha fixa?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. A frase dela entra no desenho, e vão as DUAS: a dela primeiro, seguida da explicação do Universal em zero, que o texto de hoje tem e o dela não. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (10-Q3), e a palavra dela vence o que o PO leu por delegação em 04/09: ""A sua frase no desenho"" — FEITA, e amarrada por régua.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-10P-CAMPO-DO-JOGO,O que a tela responde quando ela digita o número do jogo,"Só a tira com o campo se corrigindo, rótulo ao vivo, ou rótulo fixo?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Só a tira, e o campo se corrige — o endereço colado vira o número na frente dela. O rótulo ao vivo pode vir depois sem desfazer nada. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (10-Q4), e a palavra dela vence o que o PO leu por delegação em 04/09: ""Rótulo ao lado, ao vivo"" — ONDA5-10-02.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-10P-TIRA-DUAS-LINHAS,A tira de desfecho corta o fim da frase,"Segunda linha, hover, encurtar a frase, ou altura automática?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. A tira ganha uma segunda linha. A metade que avisa está no fim da frase, e é a única opção em que ela chega sem gesto e sem a lista pular. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (10-Q5), e a palavra dela vence o que o PO leu por delegação em 04/09: ""Encurtar as frases longas"" — ONDA5-10-02.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-10P-AVISOS-DO-MODO,Os dois avisos do quadro Modo do perfil,"Preço no hover e rádio em linha, as duas escritas, ou as duas no hover?","as opções estão na lista da aba, em docs/process/sprints/2026-09-04-DECISOES-DELA-*.md","a da lista da aba, salvo onde a decisão dela mandava outra coisa","declarado na lista da aba, opção por opção",não espera: respondida por ELA em 05/09,docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md,,,"declarado na lista da aba, em linhas de tela",2026-09-04,decidida,"DECIDIDA POR DELEGAÇÃO (04/09/2026, tarde; palavra dela: ""seja o po e orquestrador e todas as sprints restantes""). A razão inteira está em docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md. Preço no hover, aviso do rádio em linha — como ela pediu por escrito. ESPERA o quadro Modo existir, que é a maior ausência isolada do inventário. | QUEM DECIDIU: ELA — respondeu esta mesma pergunta em 05/09/2026 (10-Q6), e a palavra dela vence o que o PO leu por delegação em 04/09: ""É pra tudo funcionar independente do modo, mascarou forma de conexão."" — A-MASCARA-NAO-CUSTA-FEATURE, ONDA5-10-03 e ONDA5-MIC-VIRTUAL-01.",2026-09-05,"as 54 levantadas em 04/09 por dez agentes, uma lista por aba",ela,
D-0609-REENVIO-SAI,O ↻ de reenvio da aba Gatilhos,Fica ou sai?,"as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: ""sai"". REVOGA a leitura de D-03G-BOTAO-REENVIO; o botão, o gesto e as cinco réguas saem (ONDA5-03-02).",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,D-03G-BOTAO-REENVIO
D-0609-CURA-USB-ENTRA,A linha da cura do travamento do USB na coluna Atenção,Tirar? Até onde?,"as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: ""pode entrar. Eu falei isso em específico? não me recordo. devo ter me expressado errado"" — a ONDA5-01-01 fica; selo CONTROLE, revisto por ela na publicação.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-CONTAGEM-USB-BT,A contagem do cabeçalho depois da S-10,"Fica USB·BT, vira ""no cabo/no rádio"", ou some?","as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: fica `2 USB · 0 BT`; só a palavra de cada controle muda.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-FRASES-NO-FIM,Frases novas de tela,Quem aprova e quando?,"as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: o Opus escreve, ela revê tudo de uma vez na publicação.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-PERFIS-GENERO,"Os perfis de gênero (ação, aventura, corrida…)",O que fazer com eles?,"as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: ""Isso não é perfil, isso é estilo de jogo"" — somem da lista e da semeadura; os arquivos ficam (PERFIS-SAO-PERFIS-01). Confirma D-APLICA-A-VIRA-AMBIENTE de 03/09.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-PERFIS-JOGO,Os 24 perfis por jogo semeados em 29/08,Ficam?,"as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: ""ficam se o sistema antigo tiver sido adaptado pro novo sistema de perfis. caso contrário mantemos só o nome e o id pra eu reconfigurar um a um"" — medido: são o molde de 29/08 com um match; ficam só com nome e id.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-PRIORIDADE-TODAS-MENOS-07,O que entra primeiro das features de jogar,Quais abas?,"as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: ""todas as abas exceção de lançadores"" — a 07 é a última.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
D-0609-STEAM-DIVIDIDO,Onde ficam os botões da Steam,"07, 09 ou dividido?","as opções foram dadas no chat, em escolhas de 4 por vez",a primeira opção de cada pergunta,declarado em cada opção,não espera: decidida por ELA,docs/process/2026-09-06-AS-VINTE-E-QUATRO-HORAS-a-ordem-que-o-orquestrador-despacha-e-as-rotas-corrigidas.md,,,zero de tela; muda a fila,2026-09-06,decidida,"ELA, 06/09/2026: dividido: Steam Input e allowlist na 07; Consertar, Restaurar de fábrica e Aplicar aos jogos na 09.",2026-09-06,"as perguntas de 06/09 no chat, depois da leitura da casa inteira (quem_decidiu=ela)",ela,
