id,controle,familia,feature,transporte,aparelho_aceita,aparelho_confianca,aparelho_evidencia,hefesto_aciona,codigo_ref,canal,comando,report_id,offset,detalhe,teste_que_morde,mordida,mordida_provada_em,grau,provado_em,provado_por,validade_dias,assimetria_declarada,estado_hoje,ressalva
sn30.bot_o_de_taxa_de_r_dio_poll_interval_program.bluetooth,sn30,plataforma,Botão de taxa de rádio (poll interval programável),bluetooth,não,inferido-do-codigo,,não,assets/dkms/hid-nintendo/hid-nintendo.c:968-980,hidraw,"não existe equivalente no protocolo Switch. A única alavanca é o rate limiter do driver (20 ms USB / 60 ms BT, 25 tentativas, offset de 4 ms)",,,O DualShock 4 (o OUTRO modo deste plástico) tem: 6 bits baixos do `hw_control` do report de saída 0x11. Nem o Pro nem o DualSense têm.,,,,,,,,,,
sn30.atualiza_o_de_firmware.ambos,sn30,identidade,Atualização de firmware,ambos,desconhecido,inferido-do-codigo,,não,"assets/dkms/hid-nintendo/hid-nintendo.c:120, :158-165",hidraw,o protocolo declara o report de saída 0x03 (FW_UPDATE_PKT) e os feature reports 0x70-0x75 (OTA/mem read/write/erase/launch); o driver não emite nenhum,saída 0x03; feature 0x70-0x75,,,,,,,,,,,,"O Hefesto NÃO atualiza firmware de controle nenhum (zero código, zero CLI, zero aba). Firmware de 8BitDo se atualiza pela ferramenta do fabricante — fora do repositório."
sn30.turbo_leds_de_indica_o_de_modo_e_demais_recu.ambos,sn30,luz,"Turbo, LEDs de indicação de modo e demais recursos próprios da 8BitDo",ambos,desconhecido,incerto,,não,,outro,não localizado,,,Nenhum arquivo do repositório descreve o Turbo nem a semântica dos LEDs de modo do firmware 8BitDo além de uma citação de manual na canônica dos externos (linha 1212).,,,,,,,,,,O padrão de LED que aparece ao ligar pode ser do FIRMWARE (indicação de modo) e não do driver — mais um escritor na mesma barra.
sn30.invent_rio_read_only_do_controle_na_interfac.ambos,sn30,plataforma,Inventário read-only do controle na interface e na CLI,ambos,sim,inferido-do-codigo,,sim,src/hefesto_dualsense4unix/core/evdev_reader.py:691-735,evdev,"IPC `controller.list {""external"": true}` → `discover_external_gamepads()`: name, vid/pid, bus, uniq, driver, evdev_path e hidraw irmão. Sem filtro de vendor; DualSense e virtuais são excluídos",,,É a ÚNICA coisa que o Hefesto faz com este controle e que a usuária vê. A ficha é read-only e mostra o modo (`input_mode` → 'nintendo') com um seletor SEGMENTADO não clicável.,,,,MONTOU,,,,,,"CUSTO: abre TODOS os nós de /dev/input (~10-40 ms) — proibido no event loop; roda sob opt-in, em thread."
sn30.slot_n_mero_de_jogador_atribu_do_pelo_hefest.ambos,sn30,plataforma,Slot / número de jogador atribuído pelo Hefesto,ambos,sim,inferido-do-codigo,"docs/usage/troubleshooting-8bitdo.md:93-102 (LUGAR-À-MESA-01, 06/08/2026)",sim,src/hefesto_dualsense4unix/daemon/subsystems/external_identity.py:1238-1262,outro,`ExternalIdentityRegistry` dá um slot ao aparelho e o persiste em `config_dir()/controllers.json` — a ATRIBUIÇÃO roda sempre; a EXIBIÇÃO na lâmpada está calada,,,"O slot serve à fila e à ordem, não à contagem de jogadores: com um DualSense, um Pro e este controle ligados, o `coop status` respondeu 'jogadores ativos: 1'.",,,,MONTOU,,,,,,
sn30.escrita_de_led_de_jogador_pelo_hefesto_a_num.ambos,sn30,luz,Escrita de LED de jogador pelo Hefesto (a numeração aparecer na lâmpada),ambos,sim,medido,,não,"src/hefesto_dualsense4unix/daemon/subsystems/external_identity.py:158-194, :1244-1262",sysfs,"existe e está DESLIGADA: `EXTERNAL_PLAYER_LED_ENABLED = False`, lido no tick do `ExternalLedSync` — zero escritas, sem apagar",,,Decisão dela de 07/08/2026 ('calar a luz até a entrega existir'). Calar curou de tabela um defeito técnico: 348 recusas de subcomando em 06-07/08 → ZERO desde 15:27:48 de 07/08.,,,,,,,,,,O caminho de volta é UMA LINHA — e voltar sem corrigir o `:blue:player-5` repete o defeito do LED HOME.
sn30.ado_o_pelo_hefesto_grab_do_evdev_gamepad_vir.ambos,sn30,movimento,"Adoção pelo Hefesto (grab do evdev, gamepad virtual, espelho de motion, perfil de botões)",ambos,sim,inferido-do-codigo,,não,src/hefesto_dualsense4unix/core/backend_pydualsense.py:1416-1492; daemon/subsystems/coop.py:304-380,uhid,"não acontece: o backend só abre handles com VID/PID em `DUALSENSE_PIDS`, e o co-op só cria jogador a partir de `discover_dualsense_evdevs()`",,,"Consequência prática: perfil, curvas, mapeamento de botões e ajustes por controle do Hefesto NÃO alcançam este aparelho. Ele passa direto ao jogo com o gyro nativo dele.",,,,,,,,,,
sn30.mapeamento_por_posi_o_nos_jogos_lan_ados_pel.ambos,sn30,plataforma,Mapeamento por POSIÇÃO nos jogos lançados pelo Hefesto,ambos,sim,inferido-do-codigo,,sim,src/hefesto_dualsense4unix/daemon/launch_env.py:975-979,outro,`SDL_GAMECONTROLLER_USE_BUTTON_LABELS=0` no ambiente do wrapper de lançamento — entra em toda variante,,,8BIT-03: sem isso o SDL segue as etiquetas Nintendo e A/B (e X/Y) chegam trocados. Inócuo para DualSense/Xbox. É a segunda coisa que o Hefesto realmente faz por este controle.,,,,MONTOU,,,,,,
sn30.girosc_pio_chegando_ao_jogo.ambos,sn30,movimento,Giroscópio CHEGANDO ao jogo,ambos,parcial,afirmado-no-doc,docs/usage/troubleshooting-8bitdo.md:241-253,parcial,assets/hefesto-steam-input-guard.service; assets/hefesto-steam-input-guard.timer; scripts/disable_steam_input.sh,outro,depende do Steam Input estar ATIVO para aquele app — e o `hefesto-steam-input-guard` reaplica Steam Input OFF,,,"Conflito declarado: 'não há configuração que dê gyro + guard ao mesmo tempo hoje'. Jogos já configurados podem ter `UseSteamControllerConfig=0` persistido, o que desliga o Steam Input do app para TODOS os controles.",,,,,,,,,,"É a única ação do Hefesto com efeito NEGATIVO medido sobre este controle — e é deliberada, não defeito."
sn30.regra_udev_que_torna_os_leds_grav_veis_sem_s.ambos,sn30,luz,Regra udev que torna os LEDs graváveis sem sudo,ambos,sim,inferido-do-codigo,,sim,assets/79-external-controller-leds.rules:47-48,sysfs,"`assets/79-external-controller-leds.rules`: `chmod 0666` no `brightness` de `*057E:*:green:player-*` e `*057E:*:blue:player-*` (o `TAG+=""uaccess""` foi removido de propósito — regra ≥73 nunca vira ACL)",,,Instalada e ativa; sem ela a escrita falharia em SILÊNCIO e o LED ficaria no default do kernel.,,,,MONTOU,,,,,,Hoje a capacidade que ela habilita não é usada por ninguém (portão da luz fechado).
sn30.diagn_stico_da_morte_por_bluetooth_doctor.bluetooth,sn30,plataforma,Diagnóstico da morte por Bluetooth (doctor),bluetooth,sim,inferido-do-codigo,,sim,scripts/doctor.sh:3801-3850,outro,`scripts/doctor.sh` lê `journalctl -b -k` e procura a CASCATA na mesma instância hid: N× `timeout waiting for input report` culminando em `joycon_enforce_subcmd_rate: exceeded max attempts` (limiar ≥10),,,Linha isolada de `exceeded max attempts` NÃO é morte (houve caso medido em que o controle viveu mais ~8 minutos). Só a cascata diagnostica.,,,,MONTOU,,,,,,DIVERGÊNCIA: o mesmo check imprime 'o daemon só abre DualSense e é incapaz de tocar um device Nintendo (057e)'. A frase é forte demais — `enable_imu` abre hidraw de 057e por USB; o que salva o diagnóstico é que o gate de OUI exclui este aparelho.
sn30.vigia_de_zumbi_link_de_p_e_controle_mudo.bluetooth,sn30,plataforma,Vigia de zumbi (link de pé e controle mudo),bluetooth,parcial,medido,,sim,scripts/bt_health_watchdog.sh:165,dbus,`scripts/bt_health_watchdog.sh` combina `Connected=true` + zero `hidraw` + cache de SDP sem `[ServiceRecords]`,,,"BURACO VIVO: a vigia PULA todo aparelho cujo cache de SDP já tenha `[ServiceRecords]` — e este controle tem o cache completo. Em 07/08 ele passou a 'sem HID nenhum, ACL vivo, Connected=true' e quatro passagens do watchdog depois não disseram uma palavra.",,,,MONTOU,,,,,,`ServicesResolved=false` NÃO implica controle mudo — medido: o Pro entrega 89 relatórios/s com ela em false.
sn30.pareamento_bond_por_bluetooth.bluetooth,sn30,identidade,Pareamento / bond por Bluetooth,bluetooth,sim,medido,,sim,docs/protocol/externos-referencia-canonica.md:890-928,dbus,BlueZ + `hefesto-bt-agent.service` (agente de pareamento do projeto). `ReconnectMode=device` é derivado dos atributos SDP que o PRÓPRIO controle publica,,,"Trocar de modo (Switch ↔ PS4) NÃO reaproveita o bond: são dois pareamentos distintos, e o bond do outro modo continua no BlueZ.",,,,MONTOU,,,,,,"Medido em 25/07: com o controle pareado por BT e em uso pelo CABO, o BlueZ colecionou `Host is down (112)` e REMOVEU o device de `/var/lib/bluetooth/<adaptador>/`."
sn30.transporte_de_r_dio_tipo_de_link.bluetooth,sn30,plataforma,Transporte de rádio (tipo de link),bluetooth,sim,medido,,não,docs/protocol/externos-referencia-canonica.md:859-866,dbus,"HID CLÁSSICO sobre L2CAP (BR/EDR), não HID over GATT: UUID `0x1124` presente, `0x1812` ausente, `AddressType=public`, `org.bluez.Bearer.BREDR1`",,,"Nenhum ajuste de conexão LE (intervalo, latência de GATT) se aplica a este aparelho.",,,,,,,,,,"Medido no modo PS4 deste plástico, não no modo Switch."
sn30.timeout_de_supervis_o_intervalo_de_sniff_neg.bluetooth,sn30,plataforma,Timeout de supervisão / intervalo de sniff negociado / latência do link,bluetooth,desconhecido,incerto,,não,docs/protocol/externos-referencia-canonica.md:1014-1036 (P-1),outro,não localizado — nenhum instrumento da árvore lê esses números,,,,,,,,,,,,,"Os três caminhos falharam por permissão: `btmon` sem CAP_NET_RAW sai 0 e imprime NADA, `btmgmt info` vem vazio, `/sys/kernel/debug/bluetooth/hci0` dá permissão negada."
sn30.escrita_crua_por_hidraw_qualquer_subcomando.usb,sn30,plataforma,Escrita CRUA por hidraw (qualquer subcomando),usb,sim,inferido-do-codigo,,não,"assets/dkms/hid-nintendo/hid-nintendo.c:867-881, :1160-1170",hidraw,"`open(/dev/hidrawN, O_WRONLY)` + `write()` do envelope de 12+ bytes: `output_id(1)=0x01` + `packet_num(1)` (0..0xF) + `rumble_data(8)` + `subcmd_id(1)` + dados. SEM CRC em barramento nenhum",saída 0x01,,É o OPOSTO do DualSense por BT (que exige tag 0x10 e CRC-32 semente 0xA2). Um instrumento que assuma CRC neste controle escreve lixo.,,,,,,,,,,DÍVIDA SEM PROVA que o Hefesto carrega para o Pro genuíno: escrever 12 bytes contra os 48 de corpo que o descritor declara para o 0x01 — que o firmware honre report curto nunca foi provado.
sn30.escrita_crua_por_hidraw_qualquer_subcomando.bluetooth,sn30,plataforma,Escrita CRUA por hidraw (qualquer subcomando),bluetooth,sim,inferido-do-codigo,,não,"assets/dkms/hid-nintendo/hid-nintendo.c:867-881, :968-1047",hidraw,"mesmo envelope 0x01, sem CRC — mas competindo com o `joycon_enforce_subcmd_rate` do driver (60 ms + janela de TX)",saída 0x01,,,,,,,,,,,,"Escrever no hidraw por fora do driver, por rádio, é exatamente o gesto que a casa mediu como letal neste firmware."
dualsense.lightbar_cor_rgb.usb,dualsense,luz,Lightbar (cor RGB),usb,sim,medido,"Medido 03/08: o MESMO comando de sysfs, no mesmo instante, pintou o controle no USB e não pintou o do rádio. Comandos pendentes mandados por BT materializaram-se ao plugar o cabo.",sim,core/sysfs_leds.py:149; core/backend_pydualsense.py:817-823,sysfs,"Preferida: sysfs — escrever ""r g b"" em /sys/class/leds/<inputN>:rgb:indicator/multi_intensity e 255 em brightness. Fallback: output report 0x02, common[44..46], autorizado por valid_flag1 bit 0x04.",0x02 (fallback hidraw),common[44..46] = report[45..47]; flag1 0x04 em common[1]=report[2],Por cabo NUNCA houve o defeito de claim. O fallback hidraw só é exercido se a regra 77-dualsense-leds.rules não estiver aplicada (ela faz chmod 0666 no multi_intensity).,,,,MONTOU,,,,,,multi_intensity NÃO é a verdade do hardware — é a memória do último valor escrito VIA CLASSE LED. Escrita por hidraw (jogo em Modo Nativo) não a atualiza.
dualsense.lightbar_cor_rgb.bluetooth,dualsense,luz,Lightbar (cor RGB),bluetooth,sim,medido,"Confirmado no código hoje: é o ÚNICO `if` de transporte que decide FEATURE (não só envelope). Sem a regra udev aplicada, por BT não há lightbar nem player-LED — não há fallback.",parcial,"core/backend_pydualsense.py:1890-1893, :764-777, :817-823",sysfs,"ÚNICA rota: sysfs multi_intensity (o kernel monta o 0x31 e o CRC). A rota hidraw é SUPRIMIDA incondicionalmente por BT — `handle._suppress_leds = (key in mapping or self._detect_transport(handle) == ""bt"")`.",—,"sob supressão, flag1 0x04 e flag2 0x02|0x01 saem ZERADOS e common[41..46] não é escrito","É a feature mais quebrada do aparelho: a barra apaga na adoção e passa a IGNORAR as escritas do kernel (330 mil escritas ignoradas ao vivo), persistindo até o POWER-OFF FÍSICO.",,,,,,,,,,"CAUSA NÃO PROVADA. Arrancou-se o 0x08 em 04/08 e a barra continuou morta por 5 dias/20 adoções (08/08). Um restart do daemon repinta — o latch não é permanente (medido por ela, 09/08)."
dualsense.lightbar_brilho_de_hardware_3_n_veis.usb,dualsense,luz,Lightbar — brilho de HARDWARE (3 níveis),usb,sim,inferido-do-codigo,`common[42] = int(self.light.brightness.value)` e NADA nesta árvore altera `light.brightness` — o default da pydualsense é Brightness.high = 0x0. O byte sai sempre 0.,não,core/backend_pydualsense.py:819,hidraw,"output 0x02, common[42] (led_brightness, 0-2), autorizado por valid_flag2 bit0.",0x02,common[42] = report[43]; flag2 0x01 em common[38]=report[39],"O ""brilho"" que o produto oferece (led.set {brightness: 0.0-1.0}) é MULTIPLICAÇÃO de RGB em Python, outra grandeza. Nada no caminho toca common[42].",,,,,,,,,,Quem lê a doc e a tela pode concluir que são o mesmo controle. Não são.
dualsense.lightbar_brilho_de_hardware_3_n_veis.bluetooth,dualsense,luz,Lightbar — brilho de HARDWARE (3 níveis),bluetooth,sim,inferido-do-codigo,"Duplamente inerte por BT: além de nunca receber valor, o bloco inteiro cai sob `suppress_leds`, que zera flag2 0x01.",não,"core/backend_pydualsense.py:764-777, :819",hidraw,"output 0x31, common[42] = report[45], autorizado por valid_flag2 bit0.",0x31,common[42] = report[45],,,,,,,,,,,
dualsense.lightbar_fade_in_out_lightbar_setup.usb,dualsense,luz,Lightbar — fade in/out (lightbar_setup),usb,sim,medido,"`common[41] = int(self.light.pulseOptions.value)` e nada altera pulseOptions (default PulseOptions.Off = 0x0). O byte é escrito em TODO report, sempre com zero.",não,core/backend_pydualsense.py:818,hidraw,"output 0x02, common[41]; bit1 = LIGHT_OUT (fade out), autorizado por valid_flag2 bit1.",0x02,common[41] = report[42]; flag2 0x02,O driver desta máquina diz textualmente: `report.common->lightbar_setup = DS_OUTPUT_LIGHTBAR_SETUP_LIGHT_OUT; /* Fade light out. */`,,,,,,,,,,"PERIGO REGISTRADO: a LIGHTBAR-BT-CLAIM-01 propunha usar LIGHT_OUT para ""tomar a barra de volta"". Testado ao vivo: NENHUM EFEITO. Quem executasse escreveria código para APAGAR a barra achando que a acendia."
dualsense.lightbar_fade_in_out_lightbar_setup.bluetooth,dualsense,luz,Lightbar — fade in/out (lightbar_setup),bluetooth,sim,inferido-do-codigo,Sob supressão de BT o flag2 0x02 é explicitamente limpo (LIGHTBAR-BT-KEEPALIVE-01: reengatar o SETUP em regime trava a exibição no firmware).,não,core/backend_pydualsense.py:764-777,hidraw,"output 0x31, common[41] = report[44]; flag2 bit1.",0x31,common[41] = report[44],"Fora de supressão (USB) o flag2 sai de ledOption=Both=0x03 em TODO report, com setup e brilho ligados — escolha deliberada e travada por teste.",,,,,,,,,,A referência canônica não distingue os dois regimes.
dualsense.lightbar_devolver_o_claim_release_leds_0x08.usb,dualsense,luz,Lightbar — devolver o claim (RELEASE_LEDS 0x08),usb,sim,medido,O `build_bt_release_leds_report` só monta o envelope BT. O cabo escapa — o caminho USB não tem esse claim (medido 17-18/07).,não,core/lightbar_reset.py:40-88,hidraw,Não aplicável na prática: o caminho USB não tem o claim.,0x02,valid_flag1 bit3 (0x08) em common[1]=report[2],,,,,,,,,,,
dualsense.lightbar_devolver_o_claim_release_leds_0x08.bluetooth,dualsense,luz,Lightbar — devolver o claim (RELEASE_LEDS 0x08),bluetooth,sim,medido,`send_release_leds` tem UM único chamador em src/: o método-instrumento `enviar_release_leds`. Os dois blocos automáticos (adoção de handle novo e wake) viraram comentários datados; há teste que lê a ÁRVORE DE SINTAXE e reprova se voltarem.,parcial,core/lightbar_reset.py:40-88; cli/app.py:131; daemon/ipc_server.py:135; core/backend_pydualsense.py:2147,hidraw,"output 0x31 de 78 B com tag 0x10, TODO o common zerado exceto common[1]=0x08, CRC seed 0xA2. Superfícies: CLI `hefesto lightbar-reset [--uniq]`; IPC `lightbar.reset`.",0x31,valid_flag1 0x08 em common[1] = report[4],"O kernel DEFINE DS_OUTPUT_VALID_FLAG1_RELEASE_LEDS e NUNCA o envia (grep devolve a definição, zero usos). Mandá-lo é decisão exclusiva deste projeto, copiada do SDL.",,,,,,,,,,"INSTRUMENTO, não cura. Só sai por gesto explícito. Custo colateral MEDIDO: o 0x08 APAGA os player-LEDs sempre, e eles não voltam sozinhos."
dualsense.led_de_jogador_5_l_mpadas.usb,dualsense,luz,LED de jogador (5 lâmpadas),usb,sim,medido,,sim,"core/sysfs_leds.py:225-232; core/backend_pydualsense.py:820, :2745-2780",sysfs,"Preferida: sysfs — escrever 0/1 em /sys/class/leds/<inputN>:white:player-1..5/brightness. Fallback: output 0x02, common[43], flag1 bit 0x10. IPC `led.player_set {bits:[bool]*5}`.",0x02 (fallback),common[43] = report[44]; flag1 0x10,"Jogador 1 = só a lâmpada do meio, que o kernel chama de `player-3` — o número é o PADRÃO das cinco lâmpadas, não o nome do nó.",,,,MONTOU,,,,,,"DIVERGÊNCIA doc×código no padrão P4: a canônica diz `x-xx-`, o código traz `xx-xx` — e `x-xx-` é exatamente o _PLAYER_LED_OVERFLOW do código. Precisa de olho no controle. E a docstring de set_player_leds diz ""outReport[45] (BT)"" — o correto é report[46]."
dualsense.led_de_jogador_5_l_mpadas.bluetooth,dualsense,luz,LED de jogador (5 lâmpadas),bluetooth,sim,medido,"Medido por ela em 09/08: a escrita do player-LED NÃO é quem derruba a lightbar (hipótese dela, eliminada com variável única, instrumento `player-leds off/on`).",sim,core/backend_pydualsense.py:1890-1893; assets/77-dualsense-leds.rules,sysfs,ÚNICA rota: sysfs <inputN>:white:player-1..5/brightness. A rota hidraw é suprimida incondicionalmente por BT.,—,—,"Instrumento de eliminação: CLI `hefesto player-leds off|on`, IPC `debug.player_leds` — suprime TODA escrita de player-LED (sysfs e hidraw). Não persiste entre reinícios, de propósito.",,,,MONTOU,,,,,,"FALHA SILENCIOSA ABERTA (BT-FURO-FINO-01 defeito 2): sob supressão, o fallback é `handle.light.playerNumber`, que nunca sai do processo. Sem exceção, sem log — o daemon responde ""ok""."
dualsense.rumble_motor_esquerdo_strong.usb,dualsense,vibracao,Rumble — motor ESQUERDO (strong),usb,sim,medido,"JOGO-COMPLETO-01 (01/08): vibração FUNCIONA no cabo, com ff_play_count e SDL rumble=True.",sim,"core/backend_pydualsense.py:779, :761-767, :2369-2401, :3101-3124",hidraw,"output 0x02, common[3]. Bits: flag0 0x01 (COMPATIBLE_VIBRATION) | 0x02 (HAPTICS_SELECT), flag1 0x40 (atenuação), flag2 0x04 (vibração v2). API: set_rumble(weak,strong) / set_rumble_for(uniq,...) / force_rumble_stop().",0x02,common[3] = report[4],"Keepalive NEUTRO: os bits só saem LIGADOS quando há rumble NOSSO ativo ou na transição ativa→0. Sem isso o keepalive zerava o rumble de terceiros a cada 0,5 s.",,,,MONTOU,,,,,,"ABERTO em 10/08: a vibração do jogo chega ZERADA e a causa NÃO está provada. Cinco hipóteses caíram (regressão nossa, wrapper, máscara, Steam Input, dongle/porta)."
dualsense.rumble_motor_esquerdo_strong.bluetooth,dualsense,vibracao,Rumble — motor ESQUERDO (strong),bluetooth,sim,medido,Paridade MEDIDA AO VIVO nos dois transportes. O payload common é BYTE-IDÊNTICO; muda só o envelope.,sim,"core/backend_pydualsense.py:779, :852; core/ds_output_report.py:221-236",hidraw,"output 0x31 (78 B, tag 0x10, seq<<4, CRC 0xA2), common[3] = report[6]. Mesmos bits do USB — SEM gate de transporte na decisão.",0x31,common[3] = report[6],Antes do BTREPORT-02 isto era no-op: o 0x31 da pydualsense 0.7.5 é malformado ([1]=0x02 fixo em vez de seq<<4; 0xFF onde o firmware espera o tag 0x10) e o firmware o descartava.,,,,MONTOU,,,,,,O nibble de sequência é POR HANDLE (wrap 0-15) e carimbado no writeReport numa CÓPIA. Report fora de sequência é DESCARTADO pelo firmware — foi assim que o reset de lightbar morreu em 22/07.
dualsense.rumble_motor_direito_weak.usb,dualsense,vibracao,Rumble — motor DIREITO (weak),usb,sim,inferido-do-codigo,,sim,core/backend_pydualsense.py:778,hidraw,"output 0x02, common[2] = report[3]. Mesmos bits de autorização do esquerdo.",0x02,common[2] = report[3],"Parada real: ao passar de ativo para zero, UM report sai com os flags LIGADOS e motores 0 (`_rumble_stop_pending`), só então volta ao neutro. Zero→zero não gera parada.",,,,MONTOU,,,,,,
dualsense.rumble_motor_direito_weak.bluetooth,dualsense,vibracao,Rumble — motor DIREITO (weak),bluetooth,sim,inferido-do-codigo,,sim,"core/backend_pydualsense.py:778, :852",hidraw,"output 0x31, common[2] = report[5].",0x31,common[2] = report[5],,,,,MONTOU,,,,,,
dualsense.rumble_do_jogo_vpad_f_sico.usb,dualsense,vibracao,Rumble do JOGO (vpad → físico),usb,sim,medido,"O vpad é SEMPRE USB (BUS_USB, PID 0x0DF2 Edge) — o jogo nunca vê Bluetooth, e sempre escreve 0x02, independentemente de o físico estar no cabo ou no rádio.",sim,integrations/uhid_gamepad.py:2075-2133; daemon/subsystems/gamepad.py:975-996,uhid,"Jogo escreve 0x02 no hidraw do vpad → UHID_OUTPUT → `_handle_output` lê body[2]/body[3] → `_emit_rumble` → `apply_game_rumble` → `set_rumble_for` no físico daquele jogador. No vpad uinput, EV_FF (UI_FF_UPLOAD + play).",0x02 (no vpad),body[2] weak / body[3] strong,"O portão de leitura aceita DUAS codificações: flag0 0x03 e o ramo v2 `valid_flag2 & 0x04` — o jogo não é obrigado a repetir HAPTICS_SELECT, e havia rumble descartado em silêncio.",,,,MONTOU,,,,,,"Sem MAC casando handle (identidade `path:*`, externo), `apply_game_rumble` cai em broadcast e TODOS os DualSense vibram juntos."
dualsense.haptics_vcm_motores_voice_coil_hd_rumble_da_.usb,dualsense,vibracao,"Haptics VCM (motores voice-coil, ""HD rumble"" da Sony)",usb,sim,inferido-do-codigo,"Busca em toda a árvore por voicecoil, VCM, PCM e Surround devolve APENAS comentários e a string do nome do sink. Não há UMA linha de implementação.",não,app/mic_monitor.py:235 (só menciona o nome do sink),alsa-pipewire,"Por USB o DualSense é placa USB Audio de QUATRO canais (perfil `analog-surround-40`): canais 1-2 fone/alto-falante, canais 3-4 = os motores voice-coil. Escrever PCM nos canais 3-4.",—,canais 3-4 do sink ALSA,O nome do sink medido nesta máquina em 01/08 confirma os 4 canais: alsa_output.usb-...-DualSense_Wireless_Controller-00.analog-surround-40,,,,,,,,,,"EFEITO COLATERAL NÃO MEDIDO: o bit que MATA os haptics VCM é flag0 bit1 (HAPTICS_SELECT), e o nosso rumble o liga sempre que vibra. Enquanto o Hefesto vibra, ele desliga os haptics de áudio do jogo."
dualsense.haptics_vcm_motores_voice_coil.bluetooth,dualsense,vibracao,Haptics VCM (motores voice-coil),bluetooth,desconhecido,afirmado-no-doc,"Zero implementação nas duas rotas. Itens 14 a 17 do checklist da §7 da canônica, todos abertos.",não,,outro,"NÃO LOCALIZADO em código. A canônica afirma report 0x32, corpo TLV, pid 0x12, 64 B, CRC seed 0xA2, PCM 3000 Hz, 2 canais, 8 bits com sinal.","0x32 (afirmado no doc, não medido aqui)",não localizado,,,,,,,,,,,CONTRADIÇÃO INTERNA VIVA: `dualsense_bt_audio.py` fala em report 0x39 para o áudio de saída e a canônica em 0x32. NENHUMA das duas foi medida aqui.
dualsense.gatilho_adaptativo_direito_r2.usb,dualsense,gatilho,Gatilho adaptativo DIREITO (R2),usb,sim,medido,"JOGO-COMPLETO-01: 28+28 réplicas no journal — e o kernel NÃO tem API de gatilho, então só o jogo pode tê-las gerado.",sim,core/backend_pydualsense.py:800-816; cli/cmd_test.py:75; daemon/ipc_server.py:110,hidraw,"output 0x02, bloco common[10..20], autorizado por flag0 bit 0x04. CLI `hefesto test trigger`; IPC `trigger.set {side, mode, params}` / `trigger.reset`.",0x02,common[10..20] = report[11..21]; flag0 0x04,"DUAS codificações no mesmo produto: com bloco CRU do jogo em posse (`_raw_trigger_right`), os 11 bytes vão VERBATIM; pelo caminho do PERFIL escreve-se modo em [10], forças 0..5 em [11..16] e força 6 em [19] — common[17], [18] e [20] ficam SEMPRE zero.",,,,MONTOU,,,,,,O perfil não alcança os 11 bytes que o jogo alcança.
dualsense.gatilho_adaptativo_direito_r2.bluetooth,dualsense,gatilho,Gatilho adaptativo DIREITO (R2),bluetooth,sim,medido,Paridade MEDIDA AO VIVO. Por BT os gatilhos SEGUEM funcionando mesmo com a lightbar latcheada — eles não têm máquina de estados própria.,sim,"core/backend_pydualsense.py:800-816, :852",hidraw,"output 0x31, common[10..20] = report[13..23]; flag0 0x04. SEM gate de transporte — só o envelope muda.",0x31,common[10..20] = report[13..23],,,,,MONTOU,,,,,,"A ADR-008 afirma que ""gatilho adaptativo via BT tem comportamento ligeiramente diferente em Machine e Galloping"". Essa linha NÃO tem fonte, medição nem rastro em lugar nenhum do repositório."
dualsense.gatilho_adaptativo_esquerdo_l2.usb,dualsense,gatilho,Gatilho adaptativo ESQUERDO (L2),usb,sim,medido,"Medido com a mão dela em 05/08 pelo IPC: `Rigid` endurece o L2 (""duro""), `Off` (0x00) o solta (""soltou"").",sim,core/backend_pydualsense.py:800-816,hidraw,"output 0x02, bloco common[21..31], flag0 bit 0x08.",0x02,common[21..31] = report[22..32]; flag0 0x08,"OS DOIS BYTES DESLIGAM: 0x05 é o MODE_OFF da enum da Sony, 0x00 é o que esta árvore usa em produção. Unificar é higiene, não correção.",,,,MONTOU,,,,,,
dualsense.gatilho_adaptativo_esquerdo_l2.bluetooth,dualsense,gatilho,Gatilho adaptativo ESQUERDO (L2),bluetooth,sim,inferido-do-codigo,,sim,"core/backend_pydualsense.py:800-816, :852",hidraw,"output 0x31, common[21..31] = report[24..34]; flag0 0x08.",0x31,common[21..31] = report[24..34],,,,,MONTOU,,,,,,
dualsense.gatilho_modos_do_firmware_enum.ambos,dualsense,gatilho,Gatilho — modos do firmware (enum),ambos,sim,medido,"Ela mediu pelo TATO em 01/08: sete presets não faziam NADA (três mandavam 0x05, que é o OFF; quatro mandavam o modo oficial sem o BITMASK de zonas).",parcial,"core/trigger_effects.py:105-130, :461-481, :81",hidraw,"byte 0 do bloco: 0x00 Off (MEDIDO), 0x05 Off oficial, 0x21 Feedback, 0x25 Weapon, 0x26 Vibration, 0x22 Bow, 0x23 Galloping, 0x27 Machine; legados 0x01/0x02/0x06; 0xFC/0xFD/0xFE DEBUG bloqueados.",0x02 / 0x31,common[10] / common[21],"Empacotamento oficial: [1,2] = activeZones bitmask u16LE; [3..6] = forceZones u32LE com TRÊS BITS por zona e valor = strength-1 (strength 0 = zona INATIVA); Vibration [9] = frequência.",,,,,,,,,,DIVERGÊNCIA VIVA: `weapon()` manda PULSE_B = 0x06 (Simple_Vibration legado) e `vibration()` manda PULSE_A = 0x22 (Bow). Confirmado no código hoje (trigger_effects.py:461 e :474). Ficaram fora do grupo dos SETE curados e do dos CINCO travados por sensação — ninguém mediu se fazem alguma coisa.
